timestamp,MLSTM,MMAE
2025-06-03 05:08:28+00:00,,
2025-06-03 05:08:33+00:00,,
2025-06-03 05:08:38+00:00,,
2025-06-03 05:08:43+00:00,,
2025-06-03 05:08:48+00:00,,
2025-06-03 05:08:53+00:00,,
2025-06-03 05:08:58+00:00,,
2025-06-03 05:09:03+00:00,,
2025-06-03 05:09:08+00:00,,
2025-06-03 05:09:13+00:00,,
2025-06-03 05:09:18+00:00,0.22727949917316437,
2025-06-03 05:09:23+00:00,0.22310326993465424,
2025-06-03 05:09:28+00:00,0.2232806235551834,
2025-06-03 05:09:33+00:00,0.2235831916332245,
2025-06-03 05:09:38+00:00,,
2025-06-03 05:09:43+00:00,,
2025-06-03 05:09:48+00:00,,
2025-06-03 05:09:53+00:00,,
2025-06-03 05:09:58+00:00,,
2025-06-03 05:10:03+00:00,,
2025-06-03 05:10:08+00:00,,
2025-06-03 05:10:13+00:00,,
2025-06-03 05:10:18+00:00,,
2025-06-03 05:10:23+00:00,,
2025-06-03 05:10:28+00:00,,
2025-06-03 05:10:33+00:00,0.8336359858512878,
2025-06-03 05:10:38+00:00,0.5596383213996887,
2025-06-03 05:10:43+00:00,,
2025-06-03 05:10:48+00:00,,
2025-06-03 05:10:53+00:00,,
2025-06-03 05:10:58+00:00,,
2025-06-03 05:11:03+00:00,,
2025-06-03 05:11:08+00:00,,
2025-06-03 05:11:13+00:00,,
2025-06-03 05:11:18+00:00,,
2025-06-03 05:11:23+00:00,,
2025-06-03 05:11:28+00:00,,
2025-06-03 05:11:33+00:00,,
2025-06-03 05:11:38+00:00,0.46152716875076294,
2025-06-03 05:11:43+00:00,0.24943412840366364,
2025-06-03 05:11:48+00:00,1.7834810018539429,
2025-06-03 05:11:53+00:00,0.21734583377838135,
2025-06-03 05:11:58+00:00,0.17391076683998108,
2025-06-03 05:12:03+00:00,0.13481810688972473,0.9306064248085022
2025-06-03 05:12:08+00:00,0.1352270543575287,0.8927590250968933
2025-06-03 05:12:13+00:00,0.13614951074123383,0.8605526685714722
2025-06-03 05:12:18+00:00,0.1304919421672821,0.8322649002075195
2025-06-03 05:12:23+00:00,0.13136416673660278,0.8608877062797546
2025-06-03 05:12:28+00:00,0.13199451565742493,0.8737291693687439
2025-06-03 05:12:33+00:00,0.12302347272634506,0.8710762858390808
2025-06-03 05:12:38+00:00,0.1253231018781662,0.8128454089164734
2025-06-03 05:12:43+00:00,0.34302255511283875,0.8584893345832825
2025-06-03 05:12:48+00:00,,0.965706467628479
2025-06-03 05:12:53+00:00,,
2025-06-03 05:12:58+00:00,,
2025-06-03 05:13:03+00:00,,
2025-06-03 05:13:08+00:00,,
2025-06-03 05:13:13+00:00,,
2025-06-03 05:13:18+00:00,,
2025-06-03 05:13:23+00:00,,
2025-06-03 05:13:28+00:00,,
2025-06-03 05:13:33+00:00,,
2025-06-03 05:13:38+00:00,,
2025-06-03 05:13:43+00:00,,
2025-06-03 05:13:48+00:00,,
2025-06-03 05:13:53+00:00,,
2025-06-03 05:13:58+00:00,,
2025-06-03 05:14:03+00:00,,
2025-06-03 05:14:08+00:00,,
2025-06-03 05:14:13+00:00,,
2025-06-03 05:14:18+00:00,,
2025-06-03 05:14:23+00:00,,
2025-06-03 05:14:28+00:00,,
2025-06-03 05:14:33+00:00,,
2025-06-03 05:14:38+00:00,0.297321617603302,
2025-06-03 05:14:43+00:00,0.5148616433143616,
2025-06-03 05:14:48+00:00,0.7817640900611877,
2025-06-03 05:14:53+00:00,3.2021214962005615,
2025-06-03 05:14:58+00:00,0.5553550124168396,
2025-06-03 05:15:03+00:00,0.6550688147544861,1.0131821632385254
2025-06-03 05:15:08+00:00,0.7341253161430359,1.0153073072433472
2025-06-03 05:15:13+00:00,0.7680279016494751,1.0112508535385132
2025-06-03 05:15:18+00:00,0.7598029375076294,1.067299723625183
2025-06-03 05:15:23+00:00,0.7636327147483826,1.0864455699920654
2025-06-03 05:15:28+00:00,0.7646576166152954,1.0773435831069946
2025-06-03 05:15:33+00:00,0.8091490864753723,1.120465636253357
2025-06-03 05:15:38+00:00,0.8146151900291443,1.190002202987671
2025-06-03 05:15:43+00:00,0.8166553378105164,1.3141485452651978
2025-06-03 05:15:48+00:00,,1.7584266662597656
2025-06-03 05:15:53+00:00,,
2025-06-03 05:15:58+00:00,,
2025-06-03 05:16:03+00:00,,
2025-06-03 05:16:08+00:00,,
2025-06-03 05:16:13+00:00,,
2025-06-03 05:16:18+00:00,,
2025-06-03 05:16:23+00:00,,
2025-06-03 05:16:28+00:00,,
2025-06-03 05:16:33+00:00,,
2025-06-03 05:16:38+00:00,,
2025-06-03 05:16:43+00:00,,
2025-06-03 05:16:48+00:00,2.1960251331329346,
2025-06-03 05:16:53+00:00,2.2376673221588135,
2025-06-03 05:16:58+00:00,1.1977957487106323,
2025-06-03 05:17:03+00:00,1.1948410272598267,
2025-06-03 05:17:08+00:00,0.12129879742860794,
2025-06-03 05:17:13+00:00,0.11198914796113968,1.372736930847168
2025-06-03 05:17:18+00:00,0.11643277853727341,1.3655973672866821
2025-06-03 05:17:23+00:00,0.11918513476848602,1.3465980291366577
2025-06-03 05:17:28+00:00,0.11080725491046906,1.337033748626709
