timestamp,ops,success_rate,duration,cpu,memory,receive,transmit
2025-06-03 01:48:59+00:00,1.0,100.0,0.0,1.01,39940096.0,1055320.0,1279066.0
2025-06-03 01:49:04+00:00,1.0,100.0,0.0,1.02,39940096.0,1230914.0,1550965.0
2025-06-03 01:49:09+00:00,1.0,100.0,0.0,1.02,39940096.0,1230914.0,1550965.0
2025-06-03 01:49:14+00:00,1.0,100.0,0.0,1.02,39940096.0,1230914.0,1550965.0
2025-06-03 01:49:19+00:00,1.0,100.0,0.0,1.02,41168896.0,1406580.0,1822830.0
2025-06-03 01:49:24+00:00,1.0,100.0,0.0,1.02,41168896.0,1406580.0,1822830.0
2025-06-03 01:49:29+00:00,1.0,100.0,0.0,1.02,41168896.0,1406580.0,1822830.0
2025-06-03 01:49:34+00:00,1.0,100.0,0.0,1.02,41140224.0,1581956.0,2094512.0
2025-06-03 01:49:39+00:00,1.0,100.0,0.0,1.02,41140224.0,1581956.0,2094512.0
2025-06-03 01:49:44+00:00,1.0,100.0,0.0,1.02,41140224.0,1581956.0,2094512.0
2025-06-03 01:49:49+00:00,1.0,100.0,0.0,1.02,41140224.0,1757674.0,2366432.0
2025-06-03 01:49:54+00:00,1.0,100.0,0.0,1.02,41140224.0,1757674.0,2366432.0
2025-06-03 01:49:59+00:00,1.0,100.0,0.0,1.02,41140224.0,1757674.0,2366432.0
2025-06-03 01:50:04+00:00,1.0,100.0,0.0,1.02,41140224.0,1932896.0,2637907.0
2025-06-03 01:50:09+00:00,1.0,100.0,0.0,1.02,41140224.0,1932896.0,2637907.0
2025-06-03 01:50:14+00:00,1.0,100.0,0.0,0.51,39288832.0,700513.0,707205.0
2025-06-03 01:50:19+00:00,1.0,100.0,0.0,0.52,39288832.0,857662.0,945654.0
2025-06-03 01:50:24+00:00,1.0,100.0,0.0,0.52,39288832.0,857662.0,945654.0
2025-06-03 01:50:29+00:00,1.0,100.0,0.0,0.52,39288832.0,857662.0,945654.0
2025-06-03 01:50:34+00:00,1.0,100.0,0.0,0.52,39288832.0,1034550.0,1259541.0
2025-06-03 01:50:39+00:00,1.0,100.0,0.0,0.52,39288832.0,1034550.0,1259541.0
2025-06-03 01:50:44+00:00,1.0,100.0,0.0,0.52,39288832.0,1034550.0,1259541.0
2025-06-03 01:50:49+00:00,1.0,100.0,0.0,0.52,39288832.0,1229959.0,1551288.0
2025-06-03 01:50:54+00:00,1.0,100.0,0.0,0.52,39288832.0,1229959.0,1551288.0
2025-06-03 01:50:59+00:00,1.0,100.0,0.0,0.52,39288832.0,1229959.0,1551288.0
2025-06-03 01:51:04+00:00,1.0,100.0,0.0,0.53,39288832.0,1405679.0,1823194.0
2025-06-03 01:51:09+00:00,1.0,100.0,0.0,0.53,39288832.0,1405679.0,1823194.0
2025-06-03 01:51:14+00:00,1.0,100.0,0.0,0.53,39288832.0,1405679.0,1823194.0
2025-06-03 01:51:19+00:00,1.0,100.0,0.0,0.53,39055360.0,1581117.0,2094917.0
2025-06-03 01:51:24+00:00,1.0,100.0,0.0,0.53,39055360.0,1581117.0,2094917.0
2025-06-03 01:51:29+00:00,1.0,100.0,0.0,0.53,39055360.0,1581117.0,2094917.0
2025-06-03 01:51:34+00:00,1.0,100.0,0.0,0.53,38604800.0,1756837.0,2366871.0
2025-06-03 01:51:39+00:00,1.0,100.0,0.0,0.53,38604800.0,1756837.0,2366871.0
2025-06-03 01:51:44+00:00,1.0,100.0,0.0,0.53,38604800.0,1756837.0,2366871.0
2025-06-03 01:51:49+00:00,1.0,100.0,0.0,0.54,38764544.0,1932277.0,2638650.0
2025-06-03 01:51:54+00:00,1.0,100.0,0.0,0.54,38764544.0,1932277.0,2638650.0
2025-06-03 01:51:59+00:00,1.0,100.0,0.0,0.46,38715392.0,795108.0,800117.0
2025-06-03 01:52:04+00:00,1.0,100.0,0.0,0.46,38715392.0,795108.0,800117.0
2025-06-03 01:52:09+00:00,1.0,100.0,0.0,0.46,38715392.0,795108.0,800117.0
2025-06-03 01:52:14+00:00,1.0,100.0,0.0,0.46,38715392.0,991784.0,1133840.0
2025-06-03 01:52:19+00:00,1.0,100.0,0.0,0.46,38715392.0,991784.0,1133840.0
2025-06-03 01:52:24+00:00,1.0,100.0,0.0,0.46,38715392.0,991784.0,1133840.0
2025-06-03 01:52:29+00:00,1.0,100.0,0.0,0.47,38715392.0,1167110.0,1405455.0
2025-06-03 01:52:34+00:00,1.0,100.0,0.0,0.47,38715392.0,1167110.0,1405455.0
2025-06-03 01:52:39+00:00,1.0,100.0,0.0,0.47,38715392.0,1167110.0,1405455.0
2025-06-03 01:52:44+00:00,1.0,100.0,0.0,0.47,38998016.0,1342891.0,1677454.0
2025-06-03 01:52:49+00:00,1.0,100.0,0.0,0.47,38998016.0,1342891.0,1677454.0
2025-06-03 01:52:54+00:00,1.0,100.0,0.0,0.47,38998016.0,1342891.0,1677454.0
2025-06-03 01:52:59+00:00,1.0,100.0,0.0,0.49,38998016.0,1518269.0,1949130.0
2025-06-03 01:53:04+00:00,1.0,100.0,0.0,0.49,38998016.0,1518269.0,1949130.0
2025-06-03 01:53:09+00:00,1.0,100.0,0.0,0.49,38998016.0,1518269.0,1949130.0
2025-06-03 01:53:14+00:00,1.0,100.0,0.0,0.49,38940672.0,1693877.0,2220930.0
2025-06-03 01:53:19+00:00,1.0,100.0,0.0,0.49,38940672.0,1693877.0,2220930.0
2025-06-03 01:53:24+00:00,1.0,100.0,0.0,0.49,38940672.0,1693877.0,2220930.0
2025-06-03 01:53:29+00:00,1.0,100.0,0.0,0.49,38920192.0,1869153.0,2492449.0
2025-06-03 01:53:34+00:00,1.0,100.0,0.0,0.2,37822464.0,797605.0,883833.0
2025-06-03 01:53:39+00:00,1.0,100.0,0.0,0.2,37822464.0,797605.0,883833.0
2025-06-03 01:53:44+00:00,1.0,100.0,0.0,0.2,37822464.0,994225.0,1217244.0
2025-06-03 01:53:49+00:00,1.0,100.0,0.0,0.2,37822464.0,994225.0,1217244.0
2025-06-03 01:53:54+00:00,1.0,100.0,0.0,0.2,37822464.0,994225.0,1217244.0
2025-06-03 01:53:59+00:00,1.0,100.0,0.0,0.21,37822464.0,1169533.0,1488616.0
2025-06-03 01:54:04+00:00,1.0,100.0,0.0,0.21,37822464.0,1169533.0,1488616.0
2025-06-03 01:54:09+00:00,1.0,100.0,0.0,0.21,37822464.0,1169533.0,1488616.0
2025-06-03 01:54:14+00:00,1.0,100.0,0.0,0.22,37822464.0,1345123.0,1760180.0
2025-06-03 01:54:19+00:00,1.0,100.0,0.0,0.22,37822464.0,1345123.0,1760180.0
2025-06-03 01:54:24+00:00,1.0,100.0,0.0,0.22,37822464.0,1345123.0,1760180.0
2025-06-03 01:54:29+00:00,1.0,100.0,0.0,0.22,36937728.0,1520431.0,2031561.0
2025-06-03 01:54:34+00:00,1.0,100.0,0.0,0.22,36937728.0,1520431.0,2031561.0
2025-06-03 01:54:39+00:00,1.0,100.0,0.0,0.22,36937728.0,1520431.0,2031561.0
2025-06-03 01:54:44+00:00,1.0,100.0,0.0,0.22,36904960.0,1696073.0,2303179.0
2025-06-03 01:54:49+00:00,1.0,100.0,0.0,0.22,36904960.0,1696073.0,2303179.0
2025-06-03 01:54:54+00:00,1.0,100.0,0.0,0.22,36904960.0,1696073.0,2303179.0
2025-06-03 01:54:59+00:00,1.0,100.0,0.0,0.22,36904960.0,1871383.0,2574564.0
2025-06-03 01:55:04+00:00,1.0,100.0,0.0,0.22,36904960.0,1871383.0,2574564.0
2025-06-03 01:55:09+00:00,1.0,100.0,0.0,0.22,36904960.0,1871383.0,2574564.0
2025-06-03 01:55:14+00:00,1.0,100.0,0.0,0.47,38277120.0,796110.0,801295.0
2025-06-03 01:55:19+00:00,1.0,100.0,0.0,0.47,38277120.0,796110.0,801295.0
2025-06-03 01:55:24+00:00,1.0,100.0,0.0,0.47,38277120.0,796110.0,801295.0
2025-06-03 01:55:29+00:00,1.0,100.0,0.0,0.47,38494208.0,992608.0,1134631.0
2025-06-03 01:55:34+00:00,1.0,100.0,0.0,0.47,38494208.0,992608.0,1134631.0
2025-06-03 01:55:39+00:00,1.0,100.0,0.0,0.47,38494208.0,992608.0,1134631.0
