timestamp,timestamp.1,ops,success_rate,duration,cpu,memory,receive,transmit
2025-06-02 09:55:50,1748858150,5.0,1.0,7.5,0.8883495145631068,25243648.0,112602095.0,175888861.0
2025-06-02 09:55:55,1748858155,5.0,1.0,7.5,0.8883495145631068,25243648.0,112602095.0,175888861.0
2025-06-02 09:56:00,1748858160,5.0,1.0,7.5,0.8883495145631068,25243648.0,112602095.0,175888861.0
2025-06-02 09:56:05,1748858165,6.0,1.0,9.35,0.8980582524271845,29560832.0,113036263.0,176524345.0
2025-06-02 09:56:10,1748858170,6.0,1.0,9.35,0.8980582524271845,29560832.0,113036263.0,176524345.0
2025-06-02 09:56:15,1748858175,6.0,1.0,9.35,0.8980582524271845,29560832.0,113036263.0,176524345.0
2025-06-02 09:56:20,1748858180,6.0,1.0,9.35,0.9029126213592232,29560832.0,113219454.0,176811683.0
2025-06-02 09:56:25,1748858185,6.0,1.0,9.35,0.9029126213592232,29560832.0,113219454.0,176811683.0
2025-06-02 09:56:30,1748858190,6.0,1.0,9.35,0.9029126213592232,29560832.0,113219454.0,176811683.0
2025-06-02 09:56:35,1748858195,6.0,1.0,9.35,0.9029126213592232,29560832.0,113402794.0,177099176.0
2025-06-02 09:56:40,1748858200,6.0,1.0,9.35,0.9029126213592232,29560832.0,113402794.0,177099176.0
2025-06-02 09:56:45,1748858205,6.0,1.0,9.35,0.9029126213592232,29560832.0,113402794.0,177099176.0
2025-06-02 09:56:50,1748858210,6.0,1.0,9.35,0.9029126213592232,29560832.0,113586044.0,177386582.0
2025-06-02 09:56:55,1748858215,6.0,1.0,9.35,0.9029126213592232,29560832.0,113586044.0,177386582.0
2025-06-02 09:57:00,1748858220,6.0,1.0,9.35,0.9029126213592232,29560832.0,113586044.0,177386582.0
2025-06-02 09:57:05,1748858225,6.0,1.0,9.35,0.9029126213592232,29560832.0,113769228.0,177673918.0
2025-06-02 09:57:10,1748858230,6.0,1.0,9.35,0.9029126213592232,29560832.0,113769228.0,177673918.0
2025-06-02 09:57:15,1748858235,6.0,1.0,9.35,0.9029126213592232,29560832.0,113769228.0,177673918.0
2025-06-02 09:57:20,1748858240,6.0,1.0,9.35,0.9077669902912622,30093312.0,113952477.0,177961293.0
2025-06-02 09:57:25,1748858245,6.0,1.0,9.35,0.9077669902912622,30093312.0,113952477.0,177961293.0
2025-06-02 09:57:30,1748858250,6.0,1.0,9.35,0.9077669902912622,30093312.0,113952477.0,177961293.0
