timestamp,timestamp.1,ops,success_rate,duration,cpu,memory,receive,transmit
2025-06-02 09:55:49,1748858149,6.0,1.0,8.65,0.8990825688073396,23388160.0,44309079.0,72397179.0
2025-06-02 09:55:54,1748858154,6.0,1.0,8.65,0.8990825688073396,23388160.0,44309079.0,72397179.0
2025-06-02 09:55:59,1748858159,6.0,1.0,8.65,0.8990825688073396,23388160.0,44309079.0,72397179.0
2025-06-02 09:56:04,1748858164,6.0,1.0,8.65,0.9036697247706423,23388160.0,44378985.0,72512213.0
2025-06-02 09:56:09,1748858169,6.0,1.0,8.65,0.9036697247706423,23388160.0,44378985.0,72512213.0
2025-06-02 09:56:14,1748858174,6.0,1.0,8.65,0.9036697247706423,23388160.0,44378985.0,72512213.0
2025-06-02 09:56:19,1748858179,6.0,1.0,8.65,0.9036697247706423,23388160.0,44448265.0,72626410.0
2025-06-02 09:56:24,1748858184,6.0,1.0,8.65,0.9036697247706423,23388160.0,44448265.0,72626410.0
2025-06-02 09:56:29,1748858189,6.0,1.0,8.65,0.9036697247706423,23388160.0,44448265.0,72626410.0
2025-06-02 09:56:34,1748858194,6.0,1.0,8.65,0.9036697247706423,23388160.0,44518171.0,72741442.0
2025-06-02 09:56:39,1748858199,6.0,1.0,8.65,0.9036697247706423,23388160.0,44518171.0,72741442.0
2025-06-02 09:56:44,1748858204,6.0,1.0,8.65,0.9036697247706423,23388160.0,44518171.0,72741442.0
2025-06-02 09:56:49,1748858209,6.0,1.0,8.65,0.9036697247706423,23388160.0,44587451.0,72855638.0
2025-06-02 09:56:54,1748858214,6.0,1.0,8.65,0.9036697247706423,23388160.0,44587451.0,72855638.0
2025-06-02 09:56:59,1748858219,6.0,1.0,8.65,0.9036697247706423,23388160.0,44587451.0,72855638.0
2025-06-02 09:57:04,1748858224,6.0,1.0,8.65,0.9036697247706423,23388160.0,44657357.0,72970670.0
2025-06-02 09:57:09,1748858229,6.0,1.0,8.65,0.9036697247706423,23388160.0,44657357.0,72970670.0
2025-06-02 09:57:14,1748858234,6.0,1.0,8.65,0.9036697247706423,23388160.0,44657357.0,72970670.0
2025-06-02 09:57:19,1748858239,6.0,1.0,8.65,0.9082568807339452,23388160.0,44726637.0,73084866.0
2025-06-02 09:57:24,1748858244,6.0,1.0,8.65,0.9082568807339452,23388160.0,44726637.0,73084866.0
2025-06-02 09:57:29,1748858249,6.0,1.0,8.65,0.9082568807339452,23388160.0,44726637.0,73084866.0
2025-06-02 09:57:34,1748858254,6.0,1.0,8.65,0.9082568807339452,23388160.0,44796543.0,73199899.0
2025-06-02 09:57:39,1748858259,6.0,1.0,8.65,0.9082568807339452,23388160.0,44796543.0,73199899.0
2025-06-02 09:57:44,1748858264,6.0,1.0,8.65,0.9082568807339452,23388160.0,44796543.0,73199899.0
2025-06-02 09:57:49,1748858269,6.0,1.0,8.65,0.9128440366972478,23388160.0,44865823.0,73314044.0
2025-06-02 09:57:54,1748858274,6.0,1.0,8.65,0.9128440366972478,23388160.0,44865823.0,73314044.0
2025-06-02 09:57:59,1748858279,6.0,1.0,8.65,0.9128440366972478,23388160.0,44865823.0,73314044.0
2025-06-02 09:58:04,1748858284,6.0,1.0,8.65,0.9128440366972478,23388160.0,44935729.0,73429068.0
