timestamp,timestamp,ops,success_rate,duration,cpu,memory,receive,transmit
2025-05-28T13:28:48,9852,6,100.0,9350000,5.18,32804864,2357822770,3537813834
2025-05-28T13:28:49,9852,6,100.0,9350000,5.18,32804864,2357822770,3537813834
2025-05-28T13:28:50,9852,6,100.0,9350000,5.18,32804864,2357822770,3537813834
2025-05-28T13:28:51,9852,6,100.0,9350000,5.18,32804864,2357822770,3537813834
2025-05-28T13:28:52,9852,6,100.0,9350000,5.18,32804864,2357822770,3537813834
2025-05-28T13:28:53,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:28:54,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:28:55,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:28:56,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:28:57,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:28:58,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:28:59,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:29:00,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:29:01,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:29:02,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:29:03,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:29:04,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:29:05,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:29:06,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:29:07,9867,6,100.0,9350000,5.19,32804864,2361433336,3543228989
2025-05-28T13:29:08,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:09,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:10,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:11,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:12,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:13,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:14,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:15,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:16,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:17,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:18,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:19,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:20,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:21,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:22,9882,6,100.0,9350000,5.19,33071104,2365031490,3548631478
2025-05-28T13:29:23,9897,6,100.0,9350000,5.2,32874496,2368677790,3554082783
2025-05-28T13:29:24,9897,6,100.0,9350000,5.2,32874496,2368677790,3554082783
2025-05-28T13:29:25,9897,6,100.0,9350000,5.2,32874496,2368677790,3554082783
2025-05-28T13:29:26,9897,6,100.0,9350000,5.2,32874496,2368677790,3554082783
2025-05-28T13:29:27,9897,6,100.0,9350000,5.2,32874496,2368677790,3554082783
2025-05-28T13:29:28,9897,6,100.0,9350000,5.2,32874496,2368677790,3554082783
2025-05-28T13:29:29,9897,6,100.0,9350000,5.2,32874496,2368677790,3554082783
2025-05-28T13:29:30,9897,6,100.0,9350000,5.2,32874496,2368677790,3554082783
2025-05-28T13:29:31,9897,6,100.0,9350000,5.2,32874496,2368677790,3554082783
2025-05-28T13:29:32,9897,6,100.0,9350000,5.2,32874496,2368677790,3554082783
