timestamp,ops,success rate,duration,cpu,memory,receive,transmit
2020-07-16 12:48:00,11.751,0.0,2.5e-10,0.21204346383961722,1702326272.0,1579.8566666666666,867.295
2020-07-16 12:49:00,29.523000000000003,0.0,2.507930214115e-10,0.002492259826671104,1704435712.0,1459.162537355725,1341.7836086606094
2020-07-16 12:50:00,47.326,0.0,2.5e-10,0.003136660690457864,1704448000.0,1577.4297893392527,1702.3002095052757
2020-07-16 12:51:00,61.404,0.1378857142857143,6.8076923076923e-08,1.0,3952275456.0,1355061.7829149673,2669169.3030756344
2020-07-16 12:52:00,75.523,0.2990615127299758,6.55006858710562e-08,0.6526514201152864,4011560960.0,2893536.1508346032,5703396.488404732
2020-07-16 12:53:00,73.625,0.5008340084830577,6.136018237082061e-08,0.5146709316243824,4040024064.0,4188067.6233333335,8259019.238137255
2020-07-16 12:54:00,70.196,0.7296311106668,6.06424148606811e-08,0.5564908756801668,4041707520.0,5866532.238777777,11574663.741222223
2020-07-16 12:55:00,66.695,0.982375841750842,5.96184419713831e-08,0.5838580976022749,4046237696.0,8104540.907814226,15985704.065132149
2020-07-16 12:56:00,67.891,0.999793270970076,5.67875210792579e-08,0.4796943859937435,4047802368.0,8396573.664529514,16566670.911112932
2020-07-16 12:57:00,59.59,0.999826969662014,6.25e-08,0.252682119067336,4047904768.0,7086708.883276464,13973940.461748522
2020-07-16 12:58:00,45.973,0.9998490907719008,6.25e-08,0.0043028085829955555,4046761984.0,5900848.830284096,11629978.218242483
2020-07-16 12:59:00,34.909,0.9997978129635472,5.0570776255707704e-08,0.12619716250715757,4048547840.0,4161155.151560847,8221072.328168512
2020-07-16 13:00:00,34.473,0.9998930885821524,5.61215753424657e-08,0.49599915289116897,4050018304.0,3593980.260756422,7059110.993508413
2020-07-16 13:01:00,35.23,1.0,5.76794657762938e-08,0.5104582893006765,4051099648.0,4032300.648704357,7887886.416737842
2020-07-16 13:02:00,44.323,1.0,6.1280487804878e-08,0.48891865772830667,4052385792.0,5489367.208073443,10740767.99983302
2020-07-16 13:03:00,58.709,0.999940234281616,5.61538461538461e-08,0.4927977042642984,4053606400.0,7090890.998397785,13872520.2788942
2020-07-16 13:04:00,67.891,0.999896635485038,5.4637809187279095e-08,0.5283898386676373,4057260032.0,8414316.376294179,16423082.563370222
2020-07-16 13:05:00,68.053,0.99989688063934,5.55025996533795e-08,0.4598705803493965,4060307456.0,8227308.783784707,16046920.227145268
2020-07-16 13:06:00,68.014,0.9997936442426744,5.7118927973199296e-08,0.5520064707111565,4061958144.0,7942246.368551895,15486076.705704335
2020-07-16 13:07:00,68.04899999999999,0.9997421883056616,5.91091492776886e-08,0.5507236421087564,4063379456.0,8206891.758729057,15980011.786214909
2020-07-16 13:08:00,68.084,0.9997938569367142,5.50262237762237e-08,0.45117445832997144,4064182272.0,8222294.352328213,16017451.227270288
2020-07-16 13:09:00,68.084,0.9997938569367142,5.01470588235294e-08,0.5516100465693607,4065579008.0,8486619.686543696,16559284.362689568
2020-07-16 13:10:00,68.112,0.9997939418916136,5.48415492957746e-08,0.5529826327442878,4067176448.0,8468106.902040126,16557442.58887788
2020-07-16 13:11:00,68.119,0.9998969815596992,4.8938923395445105e-08,0.4873926965072543,4068229120.0,8475231.287828742,16587192.172686532
