timestamp,cadvisor_version_info,container_cpu_cfs_periods_total,container_cpu_cfs_throttled_periods_total,container_cpu_cfs_throttled_seconds_total,container_cpu_load_average_10s,container_cpu_load_d_average_10s,container_cpu_system_seconds_total,container_cpu_usage_seconds_total,container_cpu_user_seconds_total,container_file_descriptors,container_fs_inodes_free,container_fs_inodes_total,container_fs_io_current,container_fs_io_time_seconds_total,container_fs_io_time_weighted_seconds_total,container_fs_limit_bytes,container_fs_read_seconds_total,container_fs_reads_merged_total,container_fs_reads_total,container_fs_sector_reads_total,container_fs_sector_writes_total,container_fs_usage_bytes,container_fs_write_seconds_total,container_fs_writes_merged_total,container_fs_writes_total,container_last_seen,container_memory_cache,container_memory_failcnt,container_memory_failures_total,container_memory_kernel_usage,container_memory_mapped_file,container_memory_max_usage_bytes,container_memory_rss,container_memory_swap,container_memory_total_active_file_bytes,container_memory_total_inactive_file_bytes,container_memory_usage_bytes,container_memory_working_set_bytes,container_network_receive_bytes_total,container_network_receive_errors_total,container_network_receive_packets_dropped_total,container_network_receive_packets_total,container_network_transmit_bytes_total,container_network_transmit_errors_total,container_network_transmit_packets_dropped_total,container_network_transmit_packets_total,container_oom_events_total,container_processes,container_scrape_error,container_sockets,container_spec_cpu_period,container_spec_cpu_quota,container_spec_cpu_shares,container_spec_memory_limit_bytes,container_spec_memory_reservation_limit_bytes,container_spec_memory_swap_limit_bytes,container_start_time_seconds,container_tasks_state,container_threads,container_threads_max,container_ulimits_soft,machine_cpu_cores,machine_cpu_physical_cores,machine_cpu_sockets,machine_memory_bytes,machine_nvm_avg_power_budget_watts,machine_nvm_capacity,machine_scrape_error,machine_swap_bytes,scrape_duration_seconds,scrape_samples_post_metric_relabeling,scrape_samples_scraped,scrape_series_added,up
2025-05-18T02:16:13,1,13158,167,94.8183294,0,0,147.03,742.6590735,451.89,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534563,1907138560,0,101772,222183424,890867712,5830406144,3491676160,139264,503877632,1401438208,5772165120,4370726912,20520823,0,0,62505,26183758,0,0,78343,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.063302424,3605,3605,0,1
2025-05-18T02:16:43,1,13459,167,94.8183294,0,0,149.79,750.591522,455.85,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534593,1891713024,0,101772,222453760,890798080,5830406144,3498700800,217088,508153856,1381752832,5766983680,4385230848,20868309,0,0,63338,26714837,0,0,79195,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.065891203,3605,3605,0,1
2025-05-18T02:17:13,1,13760,167,94.8183294,0,0,151.88,758.0692168,460.16,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534623,1891766272,0,101772,222470144,890806272,5830406144,3514441728,217088,508977152,1380986880,5781442560,4400455680,21213943,0,0,64155,27234377,0,0,80031,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.069504167,3605,3605,0,1
2025-05-18T02:17:43,1,14062,167,94.8183294,0,0,153.86,765.692731,464.21,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534653,1892339712,0,101772,222461952,890941440,5830406144,3516825600,217088,509075456,1381462016,5783756800,4402294784,21560707,0,0,64985,27755747,0,0,80875,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.064029148,3605,3605,0,1
2025-05-18T02:18:13,1,14363,167,94.8183294,0,0,156.28,773.2542922,468.65,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534683,1890349056,0,101772,222527488,890908672,5830406144,3523780608,217088,511291392,1377243136,5789466624,4412223488,21907100,0,0,65810,28276531,0,0,81718,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.063019076,3605,3605,0,1
2025-05-18T02:18:43,1,14765,167,94.8183294,0,0,159.24,783.0712164,474.6,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534713,1874210816,0,101772,222433280,890626048,5830406144,3528568832,278528,512401408,1360027648,5782917120,4422889472,22370598,0,0,66891,28928243,0,0,82831,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.062750848,3605,3605,0,1
2025-05-18T02:19:13,1,15066,168,94.848331,0,0,161.55,790.8322056,479.66,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534743,1874653184,0,101772,222490624,890638336,5830406144,3531780096,278528,513097728,1359777792,5787750400,4427972608,22718068,0,0,67716,29449495,0,0,83671,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.060649069,3605,3605,0,1
2025-05-18T02:19:43,1,15368,168,94.848331,0,0,164.51,798.2615577,486.07,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534773,1875243008,0,101772,222547968,890699776,5830406144,3514531840,278528,513212416,1360252928,5773225984,4412973056,23064479,0,0,68541,29969296,0,0,84505,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.063251134,3605,3605,0,1
2025-05-18T02:20:13,1,15669,168,94.848331,0,0,167.58,805.8042094,492.38,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534803,1874444288,0,101772,222568448,890601472,5830406144,3513851904,278528,513851392,1358811136,5771567104,4412755968,23410206,0,0,69361,30488399,0,0,85335,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.059807675,3605,3605,0,1
2025-05-18T02:20:43,1,15971,169,94.9118711,0,0,169.8,813.6278571,496.31,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534833,1874399232,0,101772,222658560,890494976,5830406144,3518521344,278528,514080768,1358540800,5776531456,4417990656,23756112,0,0,70180,31007816,0,0,86163,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.062481523,3605,3605,0,1
2025-05-18T02:21:13,1,16272,170,95.1237558,0,0,172.25,821.6346169,500.73,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534863,1874059264,0,101772,222683136,890347520,5830406144,3525287936,286720,514314240,1357963264,5783248896,4425285632,24101679,0,0,70995,31526895,0,0,86986,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.068192896,3605,3605,0,1
2025-05-18T02:21:43,1,16574,171,95.2427354,0,0,175.27,830.4954324,505.33,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534893,1855320064,0,101772,221966336,890019840,5830406144,3531763712,286720,531234816,1322299392,5770125312,4447825920,24447557,0,0,71809,32048315,0,0,87818,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.069122861,3605,3605,0,1
2025-05-18T02:22:13,1,16875,171,95.2427354,0,0,177.55,838.2825269,509.79,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534923,1855766528,0,101772,221970432,890019840,5830406144,3532955648,286720,531357696,1322622976,5773352960,4450729984,24793411,0,0,72630,32568127,0,0,88650,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.063636258,3605,3605,0,1
2025-05-18T02:22:43,1,17177,172,95.351158,0,0,179.95,846.2149216,514.27,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534953,1854795776,0,101772,221986816,889712640,5830406144,3536769024,286720,531513344,1321504768,5776617472,4455112704,25148984,0,0,73452,33087309,0,0,89488,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.068979562,3605,3605,0,1
2025-05-18T02:23:13,1,17478,172,95.351158,0,0,182.71,854.2440924,518.29,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747534983,1855262720,0,101772,222023680,889765888,5830406144,3537162240,286720,531628032,1321852928,5775728640,4453875712,25495243,0,0,74277,33608020,0,0,90323,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.073412822,3605,3605,0,1
2025-05-18T02:23:43,1,17779,172,95.351158,0,0,185.42,861.7975025,523.8,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535013,1855369216,0,101772,222101504,889720832,5830406144,3538538496,286720,531681280,1321910272,5777850368,4455940096,25845732,0,0,75144,34264232,0,0,91208,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.061435638,3605,3605,0,1
2025-05-18T02:24:13,1,18081,173,95.7241479,0,0,189.16,870.1422137,531.54,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535043,1854898176,0,101772,222015488,889536512,5830406144,3541606400,286720,531980288,1321111552,5780201472,4459089920,26190625,0,0,75950,34782487,0,0,92027,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.06444304,3605,3605,0,1
2025-05-18T02:24:43,1,18382,173,95.7241479,0,0,191.79,877.510624,536.97,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535073,1855406080,0,101772,222081024,889552896,5830406144,3542024192,286720,532140032,1321488384,5782294528,4460806144,26537707,0,0,76766,35302140,0,0,92854,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.064868882,3605,3605,0,1
2025-05-18T02:25:13,1,18683,173,95.7241479,0,0,194.37,885.0764427,541.3,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535103,1854058496,0,101772,222199808,889094144,5830406144,3546140672,286720,532316160,1319936000,5785448448,4465512448,26883453,0,0,77583,35819440,0,0,93687,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.060797182,3605,3605,0,1
2025-05-18T02:25:43,1,18984,173,95.7241479,0,0,196.59,892.3008722,544.92,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535133,1854763008,0,101772,222126080,889094144,5830406144,3544711168,286720,532668416,1320284160,5785149440,4464865280,27229466,0,0,78400,36339343,0,0,94521,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.062215328,3605,3605,0,1
2025-05-18T02:26:13,1,19286,173,95.7241479,0,0,198.7,900.0585249,549.21,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535163,1855225856,0,101772,222240768,889094144,5830406144,3547877376,286720,532856832,1320591360,5789884416,4469293056,27578407,0,0,79249,36872547,0,0,95384,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.063374835,3605,3605,0,1
2025-05-18T02:26:43,1,19587,173,95.7241479,0,0,204.12,917.2691923,560.64,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535193,1851908096,0,101772,235749376,888127488,5832450048,3504332800,286720,532393984,1317707776,5759770624,4442062848,32325188,0,0,91116,39196324,0,0,112565,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.061412967,3605,3605,0,1
2025-05-18T02:27:13,1,19888,173,95.7241479,0,0,206.71,925.0735024,565.69,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535223,1850609664,0,101772,224010240,887685120,5832450048,3517726720,290816,532787200,1316024320,5759979520,4443955200,32680778,0,0,91948,39716580,0,0,113414,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.061522047,3605,3605,0,1
2025-05-18T02:27:43,1,20190,173,95.7241479,0,0,209.48,932.7752,570.12,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535253,1849167872,0,101772,222838784,887341056,5832450048,3531046912,290816,533561344,1313792000,5771304960,4457512960,33026506,0,0,92763,40236676,0,0,114241,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.061060697,3605,3605,0,1
2025-05-18T02:28:13,1,20491,173,95.7241479,0,0,211.8,940.5946943,574.89,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535283,1848299520,0,101772,222875648,887189504,5832450048,3544477696,290816,533815296,1312694272,5784104960,4471410688,33374098,0,0,93589,40757777,0,0,115085,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.071227219,3605,3605,0,1
2025-05-18T02:28:43,1,20792,173,95.7241479,0,0,214.39,948.2422379,580.97,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535313,1838948352,0,101772,222916608,887189504,5832450048,3546853376,290816,541745152,1295441920,5778558976,4483117056,33720685,0,0,94415,41296325,0,0,115928,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.066047103,3605,3605,0,1
2025-05-18T02:29:13,1,21094,173,95.7241479,0,0,218.55,960.065357,588.98,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535343,1784119296,0,101772,222220288,885620736,5832450048,3523440640,364544,569503744,1212874752,5698502656,4485627904,34715090,0,0,100371,42677683,0,0,124457,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.070278659,3605,3605,0,1
2025-05-18T02:29:43,1,21395,173,95.7241479,0,0,220.96,967.4946398,592.52,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535373,1784606720,0,101772,222150656,885620736,5832450048,3535998976,364544,569626624,1213227008,5711507456,4498280448,35060635,0,0,101188,43196666,0,0,125285,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.065001192,3605,3605,0,1
2025-05-18T02:30:13,1,21696,173,95.7241479,0,0,223.22,975.3457888,598,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535403,1793150976,0,101772,222330880,885624832,5832450048,3531788288,380928,569634816,1221767168,5720268800,4498501632,35405826,0,0,101999,43714775,0,0,126102,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.060375437,3605,3605,0,1
2025-05-18T02:30:43,1,21998,173,95.7241479,0,0,225.54,983.0040576,601.97,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535433,1793683456,0,101772,222314496,885653504,5832450048,3536351232,380928,569749504,1222193152,5725663232,4503470080,35751941,0,0,102820,44235200,0,0,126939,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.063048752,3605,3605,0,1
2025-05-18T02:31:13,1,22299,173,95.7241479,0,0,227.94,990.6684256,606.5,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535463,1794162688,0,101772,222679040,885649408,5832450048,3544199168,380928,569856000,1222557696,5735047168,4512489472,36099209,0,0,103659,44757119,0,0,127783,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.06836825,3605,3605,0,1
2025-05-18T02:31:43,1,22600,173,95.7241479,0,0,231.01,998.8891543,610.37,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535493,1794600960,0,101772,235020288,885649408,5832450048,3560267776,380928,571662336,1221189632,5764235264,4543045632,36446284,0,0,104477,45277442,0,0,128615,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.081127226,3605,3605,0,1
2025-05-18T02:32:13,1,22902,175,96.2228625,0,0,235.06,1011.1416042,617.5,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535523,1777483776,0,101772,222154752,884940800,5832450048,3506819072,475136,569663488,1206095872,5682892800,4476796928,37597260,0,0,111343,46811152,0,0,138518,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.06164569,3605,3605,0,1
2025-05-18T02:32:43,1,23203,175,96.2228625,0,0,237.42,1018.5489205,621.85,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535553,1777967104,0,101772,222130176,884957184,5832450048,3520466944,475136,569982976,1206259712,5697306624,4491046912,37945292,0,0,112164,47331597,0,0,139351,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.061864793,3605,3605,0,1
2025-05-18T02:33:13,1,23404,176,96.494987,0,0,238.9,1024.0712301,624.81,40,867711,867882,0,0,0,67108864,0,0,0,0,0,0,0,0,0,1747535583,1778286592,0,101772,222056448,884969472,5832450048,3544498176,475136,570355712,1206386688,5723197440,4516810752,39119167,0,0,116818,48431941,0,0,145913,0,1,0,21,100000,400000,1024,7109693440,0,2147483648,1747532879,0,0,0,1048576,16,8,1,7109693440,0,0,0,2147483648,0.062913464,3605,3605,0,1
