timestamp,kube_configmap_created,kube_configmap_info,kube_configmap_metadata_resource_version,kube_daemonset_created,kube_daemonset_labels,kube_daemonset_metadata_generation,kube_daemonset_status_current_number_scheduled,kube_daemonset_status_desired_number_scheduled,kube_daemonset_status_number_available,kube_daemonset_status_number_misscheduled,kube_daemonset_status_number_ready,kube_daemonset_status_number_unavailable,kube_daemonset_status_observed_generation,kube_daemonset_status_updated_number_scheduled,kube_deployment_created,kube_deployment_labels,kube_deployment_metadata_generation,kube_deployment_spec_paused,kube_deployment_spec_replicas,kube_deployment_spec_strategy_rollingupdate_max_surge,kube_deployment_spec_strategy_rollingupdate_max_unavailable,kube_deployment_status_condition,kube_deployment_status_observed_generation,kube_deployment_status_replicas,kube_deployment_status_replicas_available,kube_deployment_status_replicas_unavailable,kube_deployment_status_replicas_updated,kube_endpoint_address_available,kube_endpoint_address_not_ready,kube_endpoint_created,kube_endpoint_info,kube_endpoint_labels,kube_job_complete,kube_job_created,kube_job_info,kube_job_labels,kube_job_owner,kube_job_spec_completions,kube_job_spec_parallelism,kube_job_status_active,kube_job_status_completion_time,kube_job_status_failed,kube_job_status_start_time,kube_job_status_succeeded,kube_lease_owner,kube_lease_renew_time,kube_namespace_created,kube_namespace_labels,kube_namespace_status_phase,kube_node_created,kube_node_info,kube_node_labels,kube_node_role,kube_node_spec_unschedulable,kube_node_status_allocatable,kube_node_status_capacity,kube_node_status_condition,kube_pod_completion_time,kube_pod_container_info,kube_pod_container_resource_limits,kube_pod_container_resource_requests,kube_pod_container_state_started,kube_pod_container_status_last_terminated_reason,kube_pod_container_status_ready,kube_pod_container_status_restarts_total,kube_pod_container_status_running,kube_pod_container_status_terminated,kube_pod_container_status_terminated_reason,kube_pod_container_status_waiting,kube_pod_created,kube_pod_info,kube_pod_labels,kube_pod_owner,kube_pod_restart_policy,kube_pod_start_time,kube_pod_status_phase,kube_pod_status_ready,kube_pod_status_reason,kube_pod_status_scheduled,kube_pod_status_scheduled_time,kube_replicaset_created,kube_replicaset_labels,kube_replicaset_metadata_generation,kube_replicaset_owner,kube_replicaset_spec_replicas,kube_replicaset_status_fully_labeled_replicas,kube_replicaset_status_observed_generation,kube_replicaset_status_ready_replicas,kube_replicaset_status_replicas,kube_secret_created,kube_secret_info,kube_secret_labels,kube_secret_metadata_resource_version,kube_secret_type,kube_service_created,kube_service_info,kube_service_labels,kube_service_spec_type,kube_storageclass_created,kube_storageclass_info,kube_storageclass_labels,scrape_duration_seconds,scrape_samples_post_metric_relabeling,scrape_samples_scraped,scrape_series_added,up
2025-05-18T01:56:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004810018,0,0,0,0
2025-05-18T01:56:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533385,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004829209,1708,1708,7,1
2025-05-18T01:57:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533416,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004361173,1708,1708,0,1
2025-05-18T01:57:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533446,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004216168,1708,1708,0,1
2025-05-18T01:58:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533477,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003728896,1708,1708,0,1
2025-05-18T01:58:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533507,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.007802487,1708,1708,0,1
2025-05-18T01:59:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533538,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004439699,1708,1708,0,1
2025-05-18T01:59:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533569,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003447063,1708,1708,0,1
2025-05-18T02:00:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533599,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004542682,1708,1708,0,1
2025-05-18T02:00:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533630,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004879208,1708,1708,0,1
2025-05-18T02:01:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533661,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004535519,1708,1708,0,1
2025-05-18T02:01:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533681,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.00492601,1708,1708,0,1
2025-05-18T02:02:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533712,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004122971,1708,1708,0,1
2025-05-18T02:02:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533742,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004437238,1708,1708,0,1
2025-05-18T02:03:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533772,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004005864,1708,1708,0,1
2025-05-18T02:03:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533803,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004248847,1708,1708,0,1
2025-05-18T02:04:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533834,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003326314,1708,1708,0,1
2025-05-18T02:04:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533864,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003915923,1708,1708,0,1
2025-05-18T02:05:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533895,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003366997,1708,1708,0,1
2025-05-18T02:05:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533925,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003737749,1708,1708,0,1
2025-05-18T02:06:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533956,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004262431,1708,1708,0,1
2025-05-18T02:06:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747533987,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004440144,1708,1708,0,1
2025-05-18T02:07:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534018,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004125119,1708,1708,0,1
2025-05-18T02:07:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534049,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004256158,1708,1708,0,1
2025-05-18T02:08:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534079,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.00460589,1708,1708,0,1
2025-05-18T02:08:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534110,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004222157,1708,1708,0,1
2025-05-18T02:09:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534140,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003896902,1708,1708,0,1
2025-05-18T02:09:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534170,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004528479,1708,1708,0,1
2025-05-18T02:10:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534191,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003880105,1708,1708,0,1
2025-05-18T02:10:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534221,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003535391,1708,1708,0,1
2025-05-18T02:11:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534252,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003762388,1708,1708,0,1
2025-05-18T02:11:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534282,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003926978,1708,1708,0,1
2025-05-18T02:12:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534313,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004296445,1708,1708,0,1
2025-05-18T02:12:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534344,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003935095,1708,1708,0,1
2025-05-18T02:13:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534374,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.007931956,1708,1708,0,1
2025-05-18T02:13:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534404,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004239424,1708,1708,0,1
2025-05-18T02:14:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534435,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003921365,1708,1708,0,1
2025-05-18T02:14:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534465,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.003717185,1708,1708,0,1
2025-05-18T02:15:13,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534496,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.007629668,1708,1708,0,1
2025-05-18T02:15:43,1747452419,1,320,1747452420,1,1,1,1,1,0,1,0,1,1,1747494561,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1747494561,1,1,0,1747452727,1,1,1,1,1,0,1747452802,0,1747452727,1,1,1747534527,1747452418,1,1,1747452418,1,1,1,0,16,16,1,1747452799,1,0.3,0.1,1747533372,1,1,2,1,0,1,0,1747452425,1,1,1,1,1747452425,0,0,0,0,1747452425,1747452425,1,1,1,2,2,1,2,2,1747452419,1,1,211,1,1747452419,1,1,1,1747452422,1,1,0.004512221,1708,1708,0,1
