timestamp,elapsed_seconds,ops,success_rate,duration,cpu,memory,receive,transmit
2025-05-30T14:37:32.150827,1.150398,24.0,100.0,39800014.5,12.07,34263040.0,3017626941.0,4547793286.0
2025-05-30T14:37:39.399918,8.399489,24.0,100.0,39800014.5,12.07,34263040.0,3017626941.0,4547793286.0
2025-05-30T14:37:46.062491,15.062062,24.0,100.0,39800014.5,12.07,34263040.0,3017626941.0,4547793286.0
2025-05-30T14:37:52.446476,21.446047,24.0,100.0,39800014.5,12.08,34263040.0,3018738249.0,4549470151.0
2025-05-30T14:37:58.819233,27.818804,24.0,100.0,39800014.5,12.08,34263040.0,3018738249.0,4549470151.0
2025-05-30T14:38:05.044900,34.044471,24.0,100.0,39800014.5,12.08,34295808.0,3019859472.0,4551157382.0
2025-05-30T14:38:11.589179,40.58875,24.0,100.0,39800014.5,12.08,34295808.0,3019859472.0,4551157382.0
2025-05-30T14:38:17.859238,46.858809,24.0,100.0,39800014.5,12.08,34295808.0,3019859472.0,4551157382.0
2025-05-30T14:38:24.127605,53.127176,24.0,100.0,39800014.5,12.09,34295808.0,3020971040.0,4552834302.0
2025-05-30T14:38:30.498370,59.497941,24.0,100.0,39800014.5,12.09,34295808.0,3020971040.0,4552834302.0
2025-05-30T14:38:36.857617,65.857188,24.0,100.0,39800014.5,12.09,34295808.0,3022091587.0,4554520811.0
2025-05-30T14:38:43.348209,72.34778,24.0,100.0,39800014.5,12.09,34295808.0,3022091587.0,4554520811.0
2025-05-30T14:38:49.768154,78.767725,24.0,100.0,39800014.5,12.09,34295808.0,3023202439.0,4556197314.0
2025-05-30T14:38:56.160701,85.160272,24.0,100.0,39800014.5,12.09,34295808.0,3023202439.0,4556197314.0
2025-05-30T14:39:02.552727,91.552298,24.0,100.0,39800014.5,12.09,34295808.0,3023202439.0,4556197314.0
2025-05-30T14:39:09.028856,98.028427,24.0,100.0,39800014.5,12.09,34295808.0,3024322986.0,4557883871.0
2025-05-30T14:39:15.509933,104.509504,24.0,100.0,39800014.5,12.09,34295808.0,3024322986.0,4557883871.0
2025-05-30T14:39:21.950371,110.949942,24.0,100.0,39800014.5,12.09,34295808.0,3025434034.0,4559560684.0
2025-05-30T14:39:28.371547,117.371118,24.0,100.0,39800014.5,12.09,34295808.0,3025434034.0,4559560684.0
2025-05-30T14:39:34.821062,123.820633,24.0,100.0,39800014.5,12.11,34295808.0,3026554642.0,4561247355.0
2025-05-30T14:39:41.185858,130.185429,24.0,100.0,39800014.5,12.11,34295808.0,3026554642.0,4561247355.0
2025-05-30T14:39:47.682350,136.681921,24.0,100.0,39800014.5,12.11,34295808.0,3026554642.0,4561247355.0
2025-05-30T14:39:54.092581,143.092152,24.0,100.0,39800014.5,12.11,34562048.0,3027665378.0,4562923648.0
2025-05-30T14:40:00.589601,149.589172,24.0,100.0,39800014.5,12.11,34562048.0,3027665378.0,4562923648.0
2025-05-30T14:40:07.131403,156.130974,24.0,100.0,39800014.5,12.11,34344960.0,3028786185.0,4564610518.0
2025-05-30T14:40:13.892242,162.891813,24.0,100.0,39800014.5,12.11,34344960.0,3028786185.0,4564610518.0
2025-05-30T14:40:20.378675,169.378246,24.0,100.0,39800014.5,12.11,34344960.0,3029897181.0,4566287440.0
2025-05-30T14:40:26.674111,175.673682,24.0,100.0,39800014.5,12.11,34344960.0,3029897181.0,4566287440.0
2025-05-30T14:40:33.170363,182.169934,24.0,100.0,39800014.5,12.11,34344960.0,3031018049.0,4567974528.0
2025-05-30T14:40:39.440309,188.43988,24.0,100.0,39800014.5,12.11,34344960.0,3031018049.0,4567974528.0
2025-05-30T14:40:45.905527,194.905098,24.0,100.0,39800014.5,12.11,34344960.0,3031018049.0,4567974528.0
2025-05-30T14:40:52.309419,201.30899,24.0,100.0,39800014.5,12.12,34344960.0,3032129617.0,4569651555.0
2025-05-30T14:40:58.739997,207.739568,24.0,100.0,39800014.5,12.12,34344960.0,3032129617.0,4569651555.0
2025-05-30T14:41:05.212299,214.21187,24.0,100.0,39800014.5,12.12,34344960.0,3033250580.0,4571338684.0
2025-05-30T14:41:11.860022,220.859593,24.0,100.0,39800014.5,12.12,34344960.0,3033250580.0,4571338684.0
2025-05-30T14:41:18.358394,227.357965,24.0,100.0,39800014.5,12.13,34615296.0,3034361264.0,4573014978.0
2025-05-30T14:41:24.725469,233.72504,24.0,100.0,39800014.5,12.13,34615296.0,3034361264.0,4573014978.0
2025-05-30T14:41:31.031546,240.031117,24.0,100.0,39800014.5,12.13,34615296.0,3034361264.0,4573014978.0
2025-05-30T14:41:37.381831,246.381402,24.0,100.0,39800014.5,12.13,34615296.0,3035481967.0,4574701798.0
2025-05-30T14:41:43.573077,252.572648,24.0,100.0,39800014.5,12.13,34615296.0,3035481967.0,4574701798.0
2025-05-30T14:41:49.796184,258.795755,24.0,100.0,39800014.5,12.13,34615296.0,3036592920.0,4576378259.0
2025-05-30T14:41:55.981942,264.981513,24.0,100.0,39800014.5,12.13,34615296.0,3036592920.0,4576378259.0
2025-05-30T14:42:02.283834,271.283405,24.0,100.0,39800014.5,12.13,34615296.0,3036592920.0,4576378259.0
2025-05-30T14:42:08.665440,277.665011,24.0,100.0,39800014.5,12.13,34373632.0,3037713779.0,4578065230.0
2025-05-30T14:42:14.995198,283.994769,24.0,100.0,39800014.5,12.13,34373632.0,3037713779.0,4578065230.0
2025-05-30T14:42:21.413324,290.412895,24.0,100.0,39800014.5,12.13,34373632.0,3038825399.0,4579742204.0
2025-05-30T14:42:27.693033,296.692604,24.0,100.0,39800014.5,12.13,34373632.0,3038825399.0,4579742204.0
2025-05-30T14:42:33.912483,302.912054,24.0,100.0,39800014.5,12.14,34373632.0,3039945946.0,4581428815.0
2025-05-30T14:42:40.116755,309.116326,24.0,100.0,39800014.5,12.14,34373632.0,3039945946.0,4581428815.0
2025-05-30T14:42:46.284287,315.283858,24.0,100.0,39800014.5,12.14,34373632.0,3039945946.0,4581428815.0
2025-05-30T14:42:52.491052,321.490623,24.0,100.0,39800014.5,12.14,34373632.0,3041056898.0,4583105325.0
2025-05-30T14:42:59.047707,328.047278,24.0,100.0,39800014.5,12.14,34373632.0,3041056898.0,4583105325.0
2025-05-30T14:43:05.386810,334.386381,24.0,100.0,39800014.5,12.14,34373632.0,3042177913.0,4584792504.0
2025-05-30T14:43:11.904949,340.90452,24.0,100.0,39800014.5,12.14,34373632.0,3042177913.0,4584792504.0
2025-05-30T14:43:18.451603,347.451174,24.0,100.0,39800014.5,12.16,34373632.0,3043288597.0,4586468799.0
