timestamp,elapsed_seconds
2025-05-30T14:37:32.150827,1.150398
2025-05-30T14:37:39.399918,8.399489
2025-05-30T14:37:46.062491,15.062062
2025-05-30T14:37:52.446476,21.446047
2025-05-30T14:37:58.819233,27.818804
2025-05-30T14:38:05.044900,34.044471
2025-05-30T14:38:11.589179,40.58875
2025-05-30T14:38:17.859238,46.858809
2025-05-30T14:38:24.127605,53.127176
2025-05-30T14:38:30.498370,59.497941
2025-05-30T14:38:36.857617,65.857188
2025-05-30T14:38:43.348209,72.34778
2025-05-30T14:38:49.768154,78.767725
2025-05-30T14:38:56.160701,85.160272
2025-05-30T14:39:02.552727,91.552298
2025-05-30T14:39:09.028856,98.028427
2025-05-30T14:39:15.509933,104.509504
2025-05-30T14:39:21.950371,110.949942
2025-05-30T14:39:28.371547,117.371118
2025-05-30T14:39:34.821062,123.820633
2025-05-30T14:39:41.185858,130.185429
2025-05-30T14:39:47.682350,136.681921
2025-05-30T14:39:54.092581,143.092152
2025-05-30T14:40:00.589601,149.589172
2025-05-30T14:40:07.131403,156.130974
2025-05-30T14:40:13.892242,162.891813
2025-05-30T14:40:20.378675,169.378246
2025-05-30T14:40:26.674111,175.673682
2025-05-30T14:40:33.170363,182.169934
2025-05-30T14:40:39.440309,188.43988
2025-05-30T14:40:45.905527,194.905098
2025-05-30T14:40:52.309419,201.30899
2025-05-30T14:40:58.739997,207.739568
2025-05-30T14:41:05.212299,214.21187
2025-05-30T14:41:11.860022,220.859593
2025-05-30T14:41:18.358394,227.357965
2025-05-30T14:41:24.725469,233.72504
2025-05-30T14:41:31.031546,240.031117
2025-05-30T14:41:37.381831,246.381402
2025-05-30T14:41:43.573077,252.572648
2025-05-30T14:41:49.796184,258.795755
2025-05-30T14:41:55.981942,264.981513
2025-05-30T14:42:02.283834,271.283405
2025-05-30T14:42:08.665440,277.665011
2025-05-30T14:42:14.995198,283.994769
2025-05-30T14:42:21.413324,290.412895
2025-05-30T14:42:27.693033,296.692604
2025-05-30T14:42:33.912483,302.912054
2025-05-30T14:42:40.116755,309.116326
2025-05-30T14:42:46.284287,315.283858
2025-05-30T14:42:52.491052,321.490623
2025-05-30T14:42:59.047707,328.047278
2025-05-30T14:43:05.386810,334.386381
2025-05-30T14:43:11.904949,340.90452
2025-05-30T14:43:18.451603,347.451174
2025-05-30T14:43:24.907863,353.907434
2025-05-30T14:43:31.259917,360.259488
2025-05-30T14:43:37.783480,366.783051
2025-05-30T14:43:44.243007,373.242578
2025-05-30T14:43:50.562043,379.561614
2025-05-30T14:43:56.898625,385.898196
2025-05-30T14:44:03.642807,392.642378
2025-05-30T14:44:10.245211,399.244782
2025-05-30T14:44:17.012728,406.012299
2025-05-30T14:44:23.557671,412.557242
2025-05-30T14:44:29.994018,418.993589
2025-05-30T14:44:37.054049,426.05362
2025-05-30T14:44:43.759912,432.759483
2025-05-30T14:44:50.124162,439.123733
2025-05-30T14:44:56.520266,445.519837
2025-05-30T14:45:02.844561,451.844132
2025-05-30T14:45:09.297963,458.297534
2025-05-30T14:45:15.618969,464.61854
2025-05-30T14:45:22.192217,471.191788
2025-05-30T14:45:28.494390,477.493961
2025-05-30T14:45:34.653992,483.653563
2025-05-30T14:45:40.993207,489.992778
2025-05-30T14:45:47.384722,496.384293
2025-05-30T14:45:53.681320,502.680891
2025-05-30T14:45:59.910767,508.910338
2025-05-30T14:46:06.126073,515.125644
2025-05-30T14:46:12.366040,521.365611
2025-05-30T14:46:18.901775,527.901346
2025-05-30T14:46:25.391386,534.390957
2025-05-30T14:46:32.049542,541.049113
2025-05-30T14:46:38.741463,547.741034
2025-05-30T14:46:45.326848,554.326419
2025-05-30T14:46:51.835863,560.835434
2025-05-30T14:46:58.295757,567.295328
2025-05-30T14:47:05.266237,574.265808
2025-05-30T14:47:11.867817,580.867388
2025-05-30T14:47:18.479771,587.479342
2025-05-30T14:47:24.936261,593.935832
2025-05-30T14:47:31.407423,600.406994
2025-05-30T14:47:38.072421,607.071992
2025-05-30T14:47:44.537187,613.536758
2025-05-30T14:47:50.989619,619.98919
2025-05-30T14:47:57.568791,626.568362
2025-05-30T14:48:04.151394,633.150965
2025-05-30T14:48:10.840700,639.840271
2025-05-30T14:48:17.336249,646.33582
