timestamp,elapsed_seconds,ops,success_rate,duration,cpu,memory,receive,transmit
2025-05-30T14:37:32.150827,1.150398,23.0,100.0,40400000.0,11.6,36282368.0,1178206717.0,1792402765.0
2025-05-30T14:37:39.399918,8.399489,23.0,100.0,40400000.0,11.6,36282368.0,1178643864.0,1793068507.0
2025-05-30T14:37:46.062491,15.062062,23.0,100.0,40400000.0,11.6,36282368.0,1178643864.0,1793068507.0
2025-05-30T14:37:52.446476,21.446047,23.0,100.0,40400000.0,11.6,36282368.0,1179082532.0,1793735829.0
2025-05-30T14:37:58.819233,27.818804,23.0,100.0,40400000.0,11.6,36282368.0,1179082532.0,1793735829.0
2025-05-30T14:38:05.044900,34.044471,23.0,100.0,40400000.0,11.6,36282368.0,1179082532.0,1793735829.0
2025-05-30T14:38:11.589179,40.58875,23.0,100.0,40400000.0,11.6,36282368.0,1179519783.0,1794401726.0
2025-05-30T14:38:17.859238,46.858809,23.0,100.0,40400000.0,11.6,36282368.0,1179519783.0,1794401726.0
2025-05-30T14:38:24.127605,53.127176,23.0,100.0,40400000.0,11.61,36282368.0,1179956787.0,1795067271.0
2025-05-30T14:38:30.498370,59.497941,23.0,100.0,40400000.0,11.61,36282368.0,1179956787.0,1795067271.0
2025-05-30T14:38:36.857617,65.857188,23.0,100.0,40400000.0,11.61,36282368.0,1180393882.0,1795733016.0
2025-05-30T14:38:43.348209,72.34778,23.0,100.0,40400000.0,11.61,36282368.0,1180393882.0,1795733016.0
2025-05-30T14:38:49.768154,78.767725,23.0,100.0,40400000.0,11.61,36282368.0,1180393882.0,1795733016.0
2025-05-30T14:38:56.160701,85.160272,23.0,100.0,40400000.0,11.61,36282368.0,1180832510.0,1796400202.0
2025-05-30T14:39:02.552727,91.552298,23.0,100.0,40400000.0,11.61,36282368.0,1180832510.0,1796400202.0
2025-05-30T14:39:09.028856,98.028427,23.0,100.0,40400000.0,11.62,36282368.0,1181269761.0,1797066002.0
2025-05-30T14:39:15.509933,104.509504,23.0,100.0,40400000.0,11.62,36282368.0,1181269761.0,1797066002.0
2025-05-30T14:39:21.950371,110.949942,23.0,100.0,40400000.0,11.62,36282368.0,1181706765.0,1797731504.0
2025-05-30T14:39:28.371547,117.371118,23.0,100.0,40400000.0,11.62,36282368.0,1181706765.0,1797731504.0
2025-05-30T14:39:34.821062,123.820633,23.0,100.0,40400000.0,11.62,36282368.0,1181706765.0,1797731504.0
2025-05-30T14:39:41.185858,130.185429,23.0,100.0,40400000.0,11.62,36282368.0,1182143912.0,1798397246.0
2025-05-30T14:39:47.682350,136.681921,23.0,100.0,40400000.0,11.62,36282368.0,1182143912.0,1798397246.0
2025-05-30T14:39:54.092581,143.092152,23.0,100.0,40400000.0,11.62,36282368.0,1182582580.0,1799064570.0
2025-05-30T14:40:00.589601,149.589172,23.0,100.0,40400000.0,11.62,36282368.0,1182582580.0,1799064570.0
2025-05-30T14:40:07.131403,156.130974,23.0,100.0,40400000.0,11.63,36282368.0,1183019623.0,1799730206.0
2025-05-30T14:40:13.892242,162.891813,23.0,100.0,40400000.0,11.63,36282368.0,1183019623.0,1799730206.0
2025-05-30T14:40:20.378675,169.378246,23.0,100.0,40400000.0,11.63,36282368.0,1183019623.0,1799730206.0
2025-05-30T14:40:26.674111,175.673682,23.0,100.0,40400000.0,11.63,36282368.0,1183456687.0,1800395866.0
2025-05-30T14:40:33.170363,182.169934,23.0,100.0,40400000.0,11.63,36282368.0,1183456687.0,1800395866.0
2025-05-30T14:40:39.440309,188.43988,23.0,100.0,40400000.0,11.65,36282368.0,1183893834.0,1801061614.0
2025-05-30T14:40:45.905527,194.905098,23.0,100.0,40400000.0,11.65,36282368.0,1183893834.0,1801061614.0
2025-05-30T14:40:52.309419,201.30899,23.0,100.0,40400000.0,11.65,36282368.0,1184332358.0,1801728849.0
2025-05-30T14:40:58.739997,207.739568,23.0,100.0,40400000.0,11.65,36282368.0,1184332358.0,1801728849.0
2025-05-30T14:41:05.212299,214.21187,23.0,100.0,40400000.0,11.65,36282368.0,1184332358.0,1801728849.0
2025-05-30T14:41:11.860022,220.859593,23.0,100.0,40400000.0,11.65,36282368.0,1184769453.0,1802394541.0
2025-05-30T14:41:18.358394,227.357965,23.0,100.0,40400000.0,11.65,36282368.0,1184769453.0,1802394541.0
2025-05-30T14:41:24.725469,233.72504,23.0,100.0,40400000.0,11.65,36282368.0,1185206457.0,1803060143.0
2025-05-30T14:41:31.031546,240.031117,23.0,100.0,40400000.0,11.65,36282368.0,1185206457.0,1803060143.0
2025-05-30T14:41:37.381831,246.381402,23.0,100.0,40400000.0,11.65,36282368.0,1185643656.0,1803725938.0
2025-05-30T14:41:43.573077,252.572648,23.0,100.0,40400000.0,11.65,36282368.0,1185643656.0,1803725938.0
2025-05-30T14:41:49.796184,258.795755,23.0,100.0,40400000.0,11.65,36282368.0,1185643656.0,1803725938.0
2025-05-30T14:41:55.981942,264.981513,23.0,100.0,40400000.0,11.66,36282368.0,1186082284.0,1804393118.0
2025-05-30T14:42:02.283834,271.283405,23.0,100.0,40400000.0,11.66,36282368.0,1186082284.0,1804393118.0
2025-05-30T14:42:08.665440,277.665011,23.0,100.0,40400000.0,11.66,36282368.0,1186519223.0,1805058551.0
2025-05-30T14:42:14.995198,283.994769,23.0,100.0,40400000.0,11.66,36282368.0,1186519223.0,1805058551.0
2025-05-30T14:42:21.413324,290.412895,23.0,100.0,40400000.0,11.67,36282368.0,1186956331.0,1805724153.0
2025-05-30T14:42:27.693033,296.692604,23.0,100.0,40400000.0,11.67,36282368.0,1186956331.0,1805724153.0
2025-05-30T14:42:33.912483,302.912054,23.0,100.0,40400000.0,11.67,36282368.0,1186956331.0,1805724153.0
2025-05-30T14:42:40.116755,309.116326,23.0,100.0,40400000.0,11.67,36282368.0,1187393270.0,1806389641.0
2025-05-30T14:42:46.284287,315.283858,23.0,100.0,40400000.0,11.67,36282368.0,1187393270.0,1806389641.0
2025-05-30T14:42:52.491052,321.490623,23.0,100.0,40400000.0,11.67,36282368.0,1187832002.0,1807057139.0
2025-05-30T14:42:59.047707,328.047278,23.0,100.0,40400000.0,11.67,36282368.0,1187832002.0,1807057139.0
2025-05-30T14:43:05.386810,334.386381,23.0,100.0,40400000.0,11.67,36282368.0,1187832002.0,1807057139.0
2025-05-30T14:43:11.904949,340.90452,23.0,100.0,40400000.0,11.67,36282368.0,1188269045.0,1807722783.0
2025-05-30T14:43:18.451603,347.451174,23.0,100.0,40400000.0,11.67,36282368.0,1188269045.0,1807722783.0
2025-05-30T14:43:24.907863,353.907434,23.0,100.0,40400000.0,11.67,36282368.0,1188705945.0,1808388177.0
2025-05-30T14:43:31.259917,360.259488,23.0,100.0,40400000.0,11.67,36282368.0,1188705945.0,1808388177.0
2025-05-30T14:43:37.783480,366.783051,23.0,100.0,40400000.0,11.67,36282368.0,1189143040.0,1809053818.0
2025-05-30T14:43:44.243007,373.242578,23.0,100.0,40400000.0,11.67,36282368.0,1189143040.0,1809053818.0
2025-05-30T14:43:50.562043,379.561614,23.0,100.0,40400000.0,11.67,36282368.0,1189143040.0,1809053818.0
2025-05-30T14:43:56.898625,385.898196,23.0,100.0,40400000.0,11.68,36282368.0,1189581720.0,1809721151.0
2025-05-30T14:44:03.642807,392.642378,23.0,100.0,40400000.0,11.68,36282368.0,1189581720.0,1809721151.0
2025-05-30T14:44:10.245211,399.244782,23.0,100.0,40400000.0,11.7,39313408.0,1190022522.0,1810513223.0
2025-05-30T14:44:17.012728,406.012299,23.0,100.0,40400000.0,11.7,39313408.0,1190022522.0,1810513223.0
2025-05-30T14:44:23.557671,412.557242,23.0,100.0,40400000.0,11.7,39305216.0,1190459370.0,1811178669.0
2025-05-30T14:44:29.994018,418.993589,23.0,100.0,40400000.0,11.7,39305216.0,1190459370.0,1811178669.0
2025-05-30T14:44:37.054049,426.05362,23.0,100.0,40400000.0,11.7,39305216.0,1190896569.0,1811844517.0
