timestamp,MLSTM,MMAE
2025-06-03 01:48:59+00:00,,
2025-06-03 01:49:04+00:00,,
2025-06-03 01:49:09+00:00,,
2025-06-03 01:49:14+00:00,,
2025-06-03 01:49:19+00:00,,
2025-06-03 01:49:24+00:00,,
2025-06-03 01:49:29+00:00,,
2025-06-03 01:49:34+00:00,,
2025-06-03 01:49:39+00:00,,
2025-06-03 01:49:44+00:00,,
2025-06-03 01:49:49+00:00,3.08376145362854,
2025-06-03 01:49:54+00:00,3.087773084640503,
2025-06-03 01:49:59+00:00,3.0903069972991943,
2025-06-03 01:50:04+00:00,4.564864635467529,
2025-06-03 01:50:09+00:00,4.570643901824951,
2025-06-03 01:50:14+00:00,4.774288177490234,1.4555139541625977
2025-06-03 01:50:19+00:00,,1.5800189971923828
2025-06-03 01:50:24+00:00,,
2025-06-03 01:50:29+00:00,,
2025-06-03 01:50:34+00:00,,
2025-06-03 01:50:39+00:00,,
2025-06-03 01:50:44+00:00,,
2025-06-03 01:50:49+00:00,,
2025-06-03 01:50:54+00:00,,
2025-06-03 01:50:59+00:00,,
2025-06-03 01:51:04+00:00,,
2025-06-03 01:51:09+00:00,,
2025-06-03 01:51:14+00:00,0.14844094216823578,
2025-06-03 01:51:19+00:00,0.1484692096710205,
2025-06-03 01:51:24+00:00,0.21885381639003754,
2025-06-03 01:51:29+00:00,0.2199821174144745,
2025-06-03 01:51:34+00:00,0.22066497802734375,
2025-06-03 01:51:39+00:00,0.5182752013206482,1.9687540531158447
2025-06-03 01:51:44+00:00,0.5186540484428406,1.8692717552185059
2025-06-03 01:51:49+00:00,0.5188989043235779,1.7842069864273071
2025-06-03 01:51:54+00:00,0.777004063129425,1.7950631380081177
2025-06-03 01:51:59+00:00,0.7794726490974426,1.775734305381775
2025-06-03 01:52:04+00:00,0.7810072898864746,1.7122336626052856
2025-06-03 01:52:09+00:00,,1.641702651977539
2025-06-03 01:52:14+00:00,,
2025-06-03 01:52:19+00:00,,
2025-06-03 01:52:24+00:00,,
2025-06-03 01:52:29+00:00,,
2025-06-03 01:52:34+00:00,,
2025-06-03 01:52:39+00:00,,
2025-06-03 01:52:44+00:00,,
2025-06-03 01:52:49+00:00,,
2025-06-03 01:52:54+00:00,,
2025-06-03 01:52:59+00:00,,
2025-06-03 01:53:04+00:00,,
2025-06-03 01:53:09+00:00,,
2025-06-03 01:53:14+00:00,0.1212271898984909,
2025-06-03 01:53:19+00:00,0.12121035903692245,
2025-06-03 01:53:24+00:00,0.2563612461090088,
2025-06-03 01:53:29+00:00,0.25636935234069824,
2025-06-03 01:53:34+00:00,0.2563733756542206,
2025-06-03 01:53:39+00:00,0.49504610896110535,2.7076265811920166
2025-06-03 01:53:44+00:00,0.4961130619049072,2.6438992023468018
2025-06-03 01:53:49+00:00,0.4967570900917053,2.5432138442993164
2025-06-03 01:53:54+00:00,0.814481794834137,2.4699959754943848
2025-06-03 01:53:59+00:00,0.8146949410438538,2.5372960567474365
2025-06-03 01:54:04+00:00,0.8307462334632874,2.6401922702789307
