timestamp,timestamp.1,ops,success_rate,duration,cpu,memory,receive,transmit
2025-06-02 07:55:35,1748850935,2,1.0,1.75,0.0,39071744,9742441,15389509
2025-06-02 07:55:40,1748850940,2,1.0,1.75,0.0,39071744,9742441,15389509
2025-06-02 07:55:45,1748850945,2,1.0,1.75,0.0,39071744,9812282,15503970
2025-06-02 07:55:50,1748850950,2,1.0,1.75,0.0,39071744,9812282,15503970
2025-06-02 07:55:55,1748850955,2,1.0,1.75,0.0,39071744,9812282,15503970
2025-06-02 07:56:00,1748850960,2,1.0,1.75,0.0,39071744,9881315,15617464
2025-06-02 07:56:05,1748850965,2,1.0,1.75,0.0,39071744,9881315,15617464
2025-06-02 07:56:10,1748850970,2,1.0,1.75,0.0,39071744,9881315,15617464
2025-06-02 07:56:15,1748850975,2,1.0,1.75,0.011904761904761916,39071744,9951156,15731925
2025-06-02 07:56:20,1748850980,2,1.0,1.75,0.011904761904761916,39071744,9951156,15731925
2025-06-02 07:56:25,1748850985,2,1.0,1.75,0.011904761904761916,39071744,9951156,15731925
2025-06-02 07:56:30,1748850990,2,1.0,1.75,0.011904761904761916,39071744,10020241,15845470
2025-06-02 07:56:35,1748850995,2,1.0,1.75,0.011904761904761916,39071744,10020241,15845470
2025-06-02 07:56:40,1748851000,2,1.0,1.75,0.011904761904761916,39071744,10020241,15845470
2025-06-02 07:56:45,1748851005,2,1.0,1.75,0.011904761904761916,35876864,10090225,15960020
2025-06-02 07:56:50,1748851010,2,1.0,1.75,0.011904761904761916,35876864,10090225,15960020
2025-06-02 07:56:55,1748851015,2,1.0,1.75,0.011904761904761916,35876864,10090225,15960020
2025-06-02 07:57:00,1748851020,2,1.0,1.75,0.023809523809523832,35876864,10159258,16073516
2025-06-02 07:57:05,1748851025,2,1.0,1.75,0.023809523809523832,35876864,10159258,16073516
2025-06-02 07:57:10,1748851030,2,1.0,1.75,0.023809523809523832,35876864,10159258,16073516
2025-06-02 07:57:15,1748851035,2,1.0,1.75,0.023809523809523832,35876864,10229099,16188029
2025-06-02 07:57:20,1748851040,2,1.0,1.75,0.023809523809523832,35876864,10229099,16188029
2025-06-02 07:57:25,1748851045,2,1.0,1.75,0.023809523809523832,35876864,10229099,16188029
2025-06-02 07:57:30,1748851050,2,1.0,1.75,0.023809523809523832,35876864,10298132,16301527
2025-06-02 07:57:35,1748851055,2,1.0,1.75,0.023809523809523832,35876864,10298132,16301527
2025-06-02 07:57:40,1748851060,2,1.0,1.75,0.023809523809523832,35876864,10298132,16301527
2025-06-02 07:57:45,1748851065,2,1.0,1.75,0.023809523809523832,35876864,10367973,16416040
2025-06-02 07:57:50,1748851070,2,1.0,1.75,0.023809523809523832,35876864,10367973,16416040
2025-06-02 07:57:55,1748851075,2,1.0,1.75,0.023809523809523832,35876864,10367973,16416040
2025-06-02 07:58:00,1748851080,2,1.0,1.75,0.023809523809523832,35876864,10437006,16529535
2025-06-02 07:58:05,1748851085,2,1.0,1.75,0.023809523809523832,35876864,10437006,16529535
2025-06-02 07:58:10,1748851090,2,1.0,1.75,0.023809523809523832,35876864,10437006,16529535
2025-06-02 07:58:15,1748851095,2,1.0,1.75,0.023809523809523832,35876864,10506847,16643996
2025-06-02 07:58:20,1748851100,2,1.0,1.75,0.023809523809523832,35876864,10506847,16643996
2025-06-02 07:58:25,1748851105,2,1.0,1.75,0.023809523809523832,35876864,10506847,16643996
2025-06-02 07:58:30,1748851110,2,1.0,1.75,0.03571428571428575,35876864,10575880,16757491
2025-06-02 07:58:35,1748851115,2,1.0,1.75,0.03571428571428575,35876864,10575880,16757491
2025-06-02 07:58:40,1748851120,2,1.0,1.75,0.03571428571428575,35876864,10575880,16757491
2025-06-02 07:58:45,1748851125,2,1.0,1.75,0.03571428571428575,35950592,10645721,16872002
2025-06-02 07:58:50,1748851130,2,1.0,1.75,0.03571428571428575,35950592,10645721,16872002
2025-06-02 07:58:55,1748851135,2,1.0,1.75,0.03571428571428575,35950592,10645721,16872002
2025-06-02 07:59:00,1748851140,2,1.0,1.75,0.03571428571428575,35950592,10714754,16985500
2025-06-02 07:59:05,1748851145,2,1.0,1.75,0.03571428571428575,35950592,10714754,16985500
2025-06-02 07:59:10,1748851150,2,1.0,1.75,0.03571428571428575,35950592,10714754,16985500
2025-06-02 07:59:15,1748851155,2,1.0,1.75,0.03571428571428575,35950592,10784595,17100013
2025-06-02 07:59:20,1748851160,2,1.0,1.75,0.03571428571428575,35950592,10784595,17100013
2025-06-02 07:59:25,1748851165,2,1.0,1.75,0.03571428571428575,35950592,10784595,17100013
2025-06-02 07:59:30,1748851170,2,1.0,1.75,0.047619047619047665,35950592,10853628,17213511
2025-06-02 07:59:35,1748851175,2,1.0,1.75,0.047619047619047665,35950592,10853628,17213511
2025-06-02 07:59:40,1748851180,2,1.0,1.75,0.047619047619047665,35950592,10853628,17213511
2025-06-02 07:59:45,1748851185,2,1.0,1.75,0.047619047619047665,35950592,10923469,17327972
2025-06-02 07:59:50,1748851190,2,1.0,1.75,0.047619047619047665,35950592,10923469,17327972
2025-06-02 07:59:55,1748851195,2,1.0,1.75,0.047619047619047665,35950592,10923469,17327972
2025-06-02 08:00:00,1748851200,2,1.0,1.75,0.047619047619047665,35950592,10992502,17441465
2025-06-02 08:00:05,1748851205,2,1.0,1.75,0.047619047619047665,35950592,10992502,17441465
2025-06-02 08:00:10,1748851210,2,1.0,1.75,0.047619047619047665,35950592,10992502,17441465
2025-06-02 08:00:15,1748851215,2,1.0,1.75,0.047619047619047665,35950592,11062343,17555926
2025-06-02 08:00:20,1748851220,2,1.0,1.75,0.047619047619047665,35950592,11062343,17555926
2025-06-02 08:00:25,1748851225,2,1.0,1.75,0.047619047619047665,35950592,11062343,17555926
2025-06-02 08:00:30,1748851230,2,1.0,1.75,0.047619047619047665,35950592,11131376,17669420
2025-06-02 08:00:35,1748851235,2,1.0,1.75,0.047619047619047665,35950592,11131376,17669420
2025-06-02 08:00:40,1748851240,2,1.0,1.75,0.047619047619047665,35950592,11131376,17669420
2025-06-02 08:00:45,1748851245,2,1.0,1.75,0.059523809523809576,35942400,11201360,17784020
2025-06-02 08:00:50,1748851250,2,1.0,1.75,0.059523809523809576,35942400,11201360,17784020
