timestamp,timestamp.1,ops,success_rate,duration,cpu,memory,receive,transmit
2025-06-02 07:55:35,1748850935,2,1.0,1.75,0.0,35360768,24296113,36360138
2025-06-02 07:55:40,1748850940,2,1.0,1.75,0.0,35360768,24296113,36360138
2025-06-02 07:55:45,1748850945,2,1.0,1.75,0.0027397260273972017,35360768,24485439,36647942
2025-06-02 07:55:50,1748850950,2,1.0,1.75,0.0027397260273972017,35360768,24485439,36647942
2025-06-02 07:55:55,1748850955,2,1.0,1.75,0.0027397260273972017,35360768,24485439,36647942
2025-06-02 07:56:00,1748850960,2,1.0,1.75,0.005479452054794525,35360768,24674674,36935706
2025-06-02 07:56:05,1748850965,2,1.0,1.75,0.005479452054794525,35360768,24674674,36935706
2025-06-02 07:56:10,1748850970,2,1.0,1.75,0.005479452054794525,35360768,24674674,36935706
2025-06-02 07:56:15,1748850975,2,1.0,1.75,0.008219178082191726,35565568,24863997,37223506
2025-06-02 07:56:20,1748850980,2,1.0,1.75,0.008219178082191726,35565568,24863997,37223506
2025-06-02 07:56:25,1748850985,2,1.0,1.75,0.008219178082191726,35565568,24863997,37223506
2025-06-02 07:56:30,1748850990,2,1.0,1.75,0.008219178082191726,35565568,25053331,37511371
2025-06-02 07:56:35,1748850995,2,1.0,1.75,0.008219178082191726,35565568,25053331,37511371
2025-06-02 07:56:40,1748851000,2,1.0,1.75,0.008219178082191726,35565568,25053331,37511371
2025-06-02 07:56:45,1748851005,2,1.0,1.75,0.01095890410958905,35565568,25242707,37799280
2025-06-02 07:56:50,1748851010,2,1.0,1.75,0.01095890410958905,35565568,25242707,37799280
2025-06-02 07:56:55,1748851015,2,1.0,1.75,0.01095890410958905,35565568,25242707,37799280
2025-06-02 07:57:00,1748851020,2,1.0,1.75,0.016438356164383574,35565568,25432149,38086997
2025-06-02 07:57:05,1748851025,2,1.0,1.75,0.016438356164383574,35565568,25432149,38086997
2025-06-02 07:57:10,1748851030,2,1.0,1.75,0.016438356164383574,35565568,25432149,38086997
2025-06-02 07:57:15,1748851035,2,1.0,1.75,0.019178082191780778,35565568,25621582,38374863
2025-06-02 07:57:20,1748851040,2,1.0,1.75,0.019178082191780778,35565568,25621582,38374863
2025-06-02 07:57:25,1748851045,2,1.0,1.75,0.019178082191780778,35565568,25621582,38374863
2025-06-02 07:57:30,1748851050,2,1.0,1.75,0.0219178082191781,35565568,25810865,38662680
2025-06-02 07:57:35,1748851055,2,1.0,1.75,0.0219178082191781,35565568,25810865,38662680
2025-06-02 07:57:40,1748851060,2,1.0,1.75,0.0219178082191781,35565568,25810865,38662680
2025-06-02 07:57:45,1748851065,2,1.0,1.75,0.0219178082191781,35565568,26000290,38950585
2025-06-02 07:57:50,1748851070,2,1.0,1.75,0.0219178082191781,35565568,26000290,38950585
2025-06-02 07:57:55,1748851075,2,1.0,1.75,0.0219178082191781,35565568,26000290,38950585
2025-06-02 07:58:00,1748851080,2,1.0,1.75,0.027397260273972626,35643392,26189577,39238404
2025-06-02 07:58:05,1748851085,2,1.0,1.75,0.027397260273972626,35643392,26189577,39238404
2025-06-02 07:58:10,1748851090,2,1.0,1.75,0.027397260273972626,35643392,26189577,39238404
2025-06-02 07:58:15,1748851095,2,1.0,1.75,0.030136986301369826,35643392,26379050,39526471
2025-06-02 07:58:20,1748851100,2,1.0,1.75,0.030136986301369826,35643392,26379050,39526471
2025-06-02 07:58:25,1748851105,2,1.0,1.75,0.030136986301369826,35643392,26379050,39526471
2025-06-02 07:58:30,1748851110,2,1.0,1.75,0.03287671232876715,35643392,26568442,39814189
2025-06-02 07:58:35,1748851115,2,1.0,1.75,0.03287671232876715,35643392,26568442,39814189
2025-06-02 07:58:40,1748851120,2,1.0,1.75,0.03287671232876715,35643392,26568442,39814189
2025-06-02 07:58:45,1748851125,2,1.0,1.75,0.03561643835616435,35643392,26757709,40101936
2025-06-02 07:58:50,1748851130,2,1.0,1.75,0.03561643835616435,35643392,26757709,40101936
2025-06-02 07:58:55,1748851135,2,1.0,1.75,0.03561643835616435,35643392,26757709,40101936
2025-06-02 07:59:00,1748851140,2,1.0,1.75,0.038356164383561674,35643392,26946940,40389701
2025-06-02 07:59:05,1748851145,2,1.0,1.75,0.038356164383561674,35643392,26946940,40389701
2025-06-02 07:59:10,1748851150,2,1.0,1.75,0.038356164383561674,35643392,26946940,40389701
2025-06-02 07:59:15,1748851155,2,1.0,1.75,0.041095890410958874,35643392,27136319,40677617
2025-06-02 07:59:20,1748851160,2,1.0,1.75,0.041095890410958874,35643392,27136319,40677617
2025-06-02 07:59:25,1748851165,2,1.0,1.75,0.041095890410958874,35643392,27136319,40677617
2025-06-02 07:59:30,1748851170,2,1.0,1.75,0.041095890410958874,36167680,27325655,40965434
2025-06-02 07:59:35,1748851175,2,1.0,1.75,0.041095890410958874,36167680,27325655,40965434
2025-06-02 07:59:40,1748851180,2,1.0,1.75,0.041095890410958874,36167680,27325655,40965434
2025-06-02 07:59:45,1748851185,2,1.0,1.75,0.0465753424657534,35868672,27514984,41253302
2025-06-02 07:59:50,1748851190,2,1.0,1.75,0.0465753424657534,35868672,27514984,41253302
2025-06-02 07:59:55,1748851195,2,1.0,1.75,0.0465753424657534,35868672,27514984,41253302
2025-06-02 08:00:00,1748851200,2,1.0,1.75,0.0493150684931506,35868672,27704365,41541157
2025-06-02 08:00:05,1748851205,2,1.0,1.75,0.0493150684931506,35868672,27704365,41541157
2025-06-02 08:00:10,1748851210,2,1.0,1.75,0.0493150684931506,35868672,27704365,41541157
2025-06-02 08:00:15,1748851215,2,1.0,1.75,0.052054794520547926,35868672,27893850,41828975
2025-06-02 08:00:20,1748851220,2,1.0,1.75,0.052054794520547926,35868672,27893850,41828975
2025-06-02 08:00:25,1748851225,2,1.0,1.75,0.052054794520547926,35868672,27893850,41828975
2025-06-02 08:00:30,1748851230,2,1.0,1.75,0.054794520547945126,35868672,28083139,42116798
2025-06-02 08:00:35,1748851235,2,1.0,1.75,0.054794520547945126,35868672,28083139,42116798
2025-06-02 08:00:40,1748851240,2,1.0,1.75,0.054794520547945126,35868672,28083139,42116798
2025-06-02 08:00:45,1748851245,2,1.0,1.75,0.05753424657534245,35868672,28272555,42404855
2025-06-02 08:00:50,1748851250,2,1.0,1.75,0.05753424657534245,35868672,28272555,42404855
